SMILES,SELFIES,Molecular_Weight,LogP,Solubility
COc1cc(NC(=O)OCC2CN(C(=O)c3cc(OC)c(OC)c(OC)c3)CCN2C(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][=Branch1][Ring2][N][C][=Branch1][C][=O][O][C][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][N][Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][#C][O][C],713.7370000000002,3.9795000000000025,162.01999999999998
CCC(CC)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,[C][C][C][Branch1][Ring1][C][C][N][C][=Branch1][C][=O][O][C][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][N][Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],617.6960000000003,3.6198000000000023,134.33
CCC(C)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,[C][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][O][C][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][N][Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],617.6960000000003,3.4773000000000023,134.33
CCCCC(CC)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,[C][C][C][C][C][Branch1][Ring1][C][C][C][N][C][=Branch1][C][=O][O][C][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][N][Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],659.7770000000003,4.647600000000004,134.33
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCCC(C)C)C2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][Branch1][#C][C][O][C][=Branch1][C][=O][N][C][C][C][Branch1][C][C][C][C][Ring2][Ring1][=C][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][Branch2][O][C],617.6960000000003,3.4773000000000023,134.33
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)C(C)C)C2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Branch1][O][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][Branch1][P][C][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][Branch1][C][C][C][C][Ring2][Ring1][=C][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][Branch2][O][C],617.6960000000001,3.4757000000000025,134.33
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)c3ccccc3Cl)C2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Branch1][#Branch2][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][Branch1][S][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][Ring2][Ring1][#C][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][=Branch2][O][C],643.0890000000002,4.215400000000004,122.30000000000001
CCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,[C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][N][Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],602.6810000000003,3.8285000000000027,122.30000000000003
Cc1nccn1CCCCc1ccc(CC(=O)N[C@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCN)c2)cc1,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][C][C][=C][C][=C][Branch2][Ring2][=Branch2][C][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][O][C][C][=C][C][=C][Branch1][N][O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][Branch1][C][C][C][N][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][P],588.8370000000003,5.7172200000000055,102.4
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)C(C)(C)C)C2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][Branch1][#C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][N][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][=Branch1][O][C],588.6540000000003,3.2943000000000016,122.30000000000001
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][=C][Branch1][C][C][N][Ring1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],357.793,3.9273200000000026,68.53
O=C(C1CCCCN1)N1CCN(Cc2ccncc2)CC1,[O][=C][Branch1][=Branch2][C][C][C][C][C][N][Ring1][=Branch1][N][C][C][N][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][=N],288.3950000000001,0.8678999999999992,48.470000000000006
O=C(C1CCCCN1)N1CCN(Cc2ccccn2)CC1,[O][=C][Branch1][=Branch2][C][C][C][C][C][N][Ring1][=Branch1][N][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][=N],288.3950000000001,0.8678999999999992,48.470000000000006
O=C([C@@H]1CCCN1)N1CCN(Cc2cccnc2)CC1,[O][=C][Branch1][Branch2][C@@H1][C][C][C][N][Ring1][Branch1][N][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][Ring1][=N],274.3680000000001,0.47780000000000045,48.470000000000006
O=C([C@@H]1CCCN1)N1CCN(Cc2ccccn2)CC1,[O][=C][Branch1][Branch2][C@@H1][C][C][C][N][Ring1][Branch1][N][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][=N],274.3680000000001,0.47780000000000045,48.470000000000006
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)CC(C)(C)C)C2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Branch1][#Branch2][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][Branch1][S][C][O][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][=N][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][#Branch1][O][C],602.6810000000004,3.684400000000003,122.30000000000001
C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2OC1CC1,[C][C@][C][C][C@H1][Branch1][C][O][C][C][Ring1][#Branch1][=C][C][C][C][Ring1][O][C][C][C@@][Branch1][C][C][C][Ring1][#Branch1][C][C][C@@H1][Ring1][=Branch1][O][C][C][C][Ring1][Ring1],330.5120000000001,4.857700000000005,29.46
C[C@]12CCC3C(CCC4=CC(=O)[C@H]5COC[C@]43C5)C1CC[C@@H]2OC1CC1,[C][C@][C][C][C][C][Branch2][Ring1][Branch1][C][C][C][=C][C][=Branch1][C][=O][C@H1][C][O][C][C@][Ring1][=Branch2][Ring1][=N][C][Ring1][=Branch1][C][Ring2][Ring1][C][C][C][C@@H1][Ring2][Ring1][Branch1][O][C][C][C][Ring1][Ring1],356.50600000000014,4.302300000000003,35.53
CCC(CC)C(=O)OCC1CN(Cc2cc(OC)c(OC)c(OC)c2)CCN1Cc1cc(OC)c(OC)c(OC)c1,[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O][C][C][C][N][Branch2][Ring1][=Branch1][C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][N][Ring2][Ring1][Ring1][C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],574.7150000000004,4.4040000000000035,88.16000000000001
COc1cc(N2CCN(c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Ring1][P][N][C][C][N][Branch2][Ring1][Branch1][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][Ring2][Ring1][C][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][#Branch2][O][C],418.4900000000003,3.0648000000000017,61.860000000000014
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][Ring2][Ring1][Ring2][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=C][O][C],474.51000000000033,2.3364000000000003,96.00000000000001
Cc1nccn1CCCCc1ccc(CC(=O)N[C@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCCN)c2)cc1,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][C][C][=C][C][=C][Branch2][Ring2][#Branch2][C][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][O][C][C][=C][C][=C][Branch1][N][O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][=Branch1][C][C][C][C][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring2][C],602.8640000000003,6.107320000000006,102.4
Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCN)c2)cc1,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][C][C][=C][C][=C][Branch2][Ring2][=Branch2][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][C][=C][C][=C][Branch1][N][O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][Branch1][C][C][C][N][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][P],588.8370000000003,5.7172200000000055,102.4
CCCCNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,[C][C][C][C][N][C][=Branch1][C][=O][O][C][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N][C][C][N][Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],603.6690000000003,3.231300000000002,134.33
N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,[N][C@@H1][Branch2][Ring1][#Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O],267.241,0.7253999999999994,135.56
COC(=O)[C@@H](N)CO,[C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][O],119.12,-1.5209999999999992,72.55
Cl.N[C@@H](CNC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,[Cl].[N][C@@H1][Branch2][Ring1][#Branch1][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O],304.69000000000005,0.5499999999999996,147.58999999999997
COC(=O)[C@@H](N)COC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,[C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2].[Cl],319.7010000000001,1.0654,133.79000000000002
COC(=O)[C@@H](N)CCC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,[C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2].[Cl],317.729,1.2355999999999998,124.56
CON(C)C(=O)/C=C/CC1C(=O)N2[C@@H]1[S+]([O-])C(C)(C)[C@@H]2C(=O)O,[C][O][N][Branch1][C][C][C][=Branch1][C][=O][/C][=C][/C][C][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch1][S+1][Branch1][C][O-1][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][Branch2][C][=Branch1][C][=O][O],344.38900000000007,-0.26889999999999864,110.21
CC1(C)[C@H](C(=O)O)N2C(=O)C(C/C=C/C=O)[C@H]2S1(=O)=O,[C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][/C][=C][/C][=O][C@H1][Ring1][#Branch2][S][Ring1][P][=Branch1][C][=O][=O],301.32000000000005,-0.4236999999999991,108.82
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][C@H1][Ring1][Branch1][S][Ring1][N][=Branch1][C][=O][=O],233.24499999999998,-0.794999999999999,91.75
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(OC)c3c2F)C1,[C][C][N][C][C][C][C][N][Branch2][Ring1][P][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][Ring1][O][C][C][Ring1][N][=C][Ring1][P][F][C][Ring2][Ring1][#Branch1],381.3790000000001,1.4721,83.8
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4C)c3c2F)C1,[C][C][N][C][C][C][C][N][Branch2][Ring2][=Branch1][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][#Branch1][C][C][C][Ring1][Ring1][C][C][Ring1][=C][=C][Ring2][Ring1][Ring1][F][C][Ring2][Ring1][=Branch2],405.4450000000001,2.994600000000002,74.57
CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(N)=O,[C][C][Branch1][C][C][C][C@H1][Branch1][O][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][Branch1][C][N][=O],851.0159999999996,-3.6135000000000064,359.5199999999999
Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)NCCC2CCCCC2)cc1,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][C][C][=C][C][=C][Branch2][Ring2][Branch2][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][P],596.8170000000001,2.934420000000004,151.37
COC(=O)[C@@H](N)CNC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,[C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2].[Cl],318.71700000000004,0.6384000000000005,136.59
CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@H]12,[C][C][=Branch1][C][=O][/C][=C][/C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C@H1][Ring1][#C][Ring1][N],315.34700000000004,-0.03359999999999941,108.82
COC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@H]12,[C][O][C][=Branch1][C][=O][/C][=C][/C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C@H1][Ring1][#C][Ring1][N],331.346,-0.4495999999999991,118.05000000000001
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C(C)C)c3c2F)C1,[C][C][N][C][C][C][C][N][Branch2][Ring2][Branch1][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][Ring1][=N][=C][Ring2][Ring1][C][F][C][Ring2][Ring1][Branch2],393.4340000000001,2.994600000000002,74.57
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCC4)c3c2F)C1,[C][C][N][C][C][C][C][N][Branch2][Ring2][#Branch1][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][C][Ring1][#C][=C][Ring2][Ring1][Ring2][F][C][Ring2][Ring1][#Branch2],419.4720000000002,3.528800000000002,74.57
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2F)C1,[C][C][N][C][C][C][C][N][Branch2][Ring2][O][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring1][P][=C][Ring2][Ring1][=Branch1][F][C][Ring2][Ring1][N],445.4410000000001,3.5420000000000025,74.57
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,[C][N][C][C][N][Branch2][Ring2][#Branch1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Ring1][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][N],399.3970000000001,2.7189000000000014,65.78
C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[C][C@][Branch1][=Branch2][C][N][C][=C][N][=N][Ring1][Branch1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][C@H1][Ring1][Branch1][S][Ring1][P][=Branch1][C][=O][=O],300.296,-1.523199999999998,122.45999999999998
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(CC4CCCN4)nn3)[C@H]2S1(=O)=O,[C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring1][C][C][=C][N][Branch1][=Branch2][C][C][C][C][C][N][Ring1][Branch1][N][=N][Ring1][O][C@H1][Ring1][P][S][Ring2][Ring1][Branch2][=Branch1][C][=O][=O],397.4570000000001,-0.9826999999999975,134.48999999999998
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(O)cc4)nn3)[C@H]2S1(=O)=O,[C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][C][C][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][=N][Ring1][N][C@H1][Ring2][Ring1][C][S][Ring2][Ring1][=Branch2][=Branch1][C][=O][=O],406.4200000000001,-0.03990000000000066,142.69
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,[C][N][C][C][N][Branch2][Ring2][Ring1][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][Ring2][C][C][F][C][Ring1][=N][=C][Ring2][Ring1][C][F][C][C][Ring2][Ring1][=Branch2],369.3430000000002,1.6991999999999998,65.78
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C)c3c2F)C1,[C][C][N][C][C][C][C][N][Branch2][Ring1][S][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][C][C][C][Ring1][O][=C][Ring1][S][F][C][Ring2][Ring1][=Branch1],365.38000000000005,1.9506999999999999,74.57
CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,[C][C][N][C][C][C][C][N][Branch2][Ring2][Branch2][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][S][=C][Ring2][Ring1][Branch1][F][C][Ring2][Ring1][O],433.49900000000025,3.9189000000000025,74.57
Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,[C][N][C][=C][Branch2][Ring2][Branch2][C][=C][Branch2][Ring1][=Branch2][C][=C][N][Branch1][#Branch2][C][C][C][S][C][=Branch1][C][=N][N][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring2][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][S],457.55900000000014,3.7169700000000017,105.9
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(F)cc4)nn3)[C@H]2S1(=O)=O,[C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][C][C][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][=N][Ring1][N][C@H1][Ring2][Ring1][C][S][Ring2][Ring1][=Branch2][=Branch1][C][=O][=O],408.41100000000006,0.39359999999999973,122.46000000000001
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(N)cc4)nn3)[C@H]2S1(=O)=O,[C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][C][C][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][N][=N][Ring1][N][C@H1][Ring2][Ring1][C][S][Ring2][Ring1][=Branch2][=Branch1][C][=O][=O],405.4360000000001,-0.1633,148.48
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(CC(N)Cc4ccc(O)cc4)nn3)[C@H]2S1(=O)=O,[C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=N][C][C][=C][N][Branch2][Ring1][C][C][C][Branch1][C][N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][=N][Ring1][S][C@H1][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=N][=Branch1][C][=O][=O],463.51600000000013,-0.45909999999999807,168.70999999999998
Cn1cc(C2=C(c3cn(CCC[N+](C)(C)C)c4ccccc34)C(=O)NC2=O)c2ccccc21,[C][N][C][=C][Branch2][Ring2][#Branch2][C][=C][Branch2][Ring1][O][C][=C][N][Branch1][N][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring2][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][S],441.5550000000001,3.7965000000000027,56.03
